id,title,description,servings,time_minutes,difficulty,category,tags,image,image_prompt
fisksoppa-med-saffranston,Fisksoppa med saffranston,Fisksoppa med saffranston är en vardagsnära rätt med tydliga smaker och enkel servering.,4,35,easy,soppa,vardag,/seed-recipes/images/fisksoppa-med-saffranston.png,"creamy fish soup with potatoes and dill, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
linssoppa-med-brod,Linssoppa med bröd,Linssoppa med bröd är en vardagsnära rätt med tydliga smaker och enkel servering.,4,35,easy,soppa,vardag,/seed-recipes/images/linssoppa-med-brod.png,"red lentil soup with bread and herbs, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
broccolisoppa-med-agghalva,Broccolisoppa med ägghalva,Broccolisoppa med ägghalva är en vardagsnära rätt med tydliga smaker och enkel servering.,4,35,easy,soppa,vardag,/seed-recipes/images/broccolisoppa-med-agghalva.png,"broccoli soup with boiled egg and bread, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
gulaschsoppa-med-graddfil,Gulaschsoppa med gräddfil,Gulaschsoppa med gräddfil är en vardagsnära rätt med tydliga smaker och enkel servering.,4,35,easy,soppa,vardag,/seed-recipes/images/gulaschsoppa-med-graddfil.png,"goulash soup with sour cream and bread, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
milda-tacos-med-kottfars,Milda tacos med köttfärs,Milda tacos med köttfärs är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,barnfavorit,"vardag, snabbt, barnvänligt",/seed-recipes/images/milda-tacos-med-kottfars.png,"mild beef tacos with tortillas, lettuce, tomato salsa, cucumber, corn and sour cream, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
tacobowl-med-ris,Tacobowl med ris,Tacobowl med ris är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,barnfavorit,"vardag, snabbt, barnvänligt",/seed-recipes/images/tacobowl-med-ris.png,"taco rice bowl with beef mince, corn, cucumber, tomato and sour cream, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingtacos,Kycklingtacos,Kycklingtacos är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,barnfavorit,"vardag, snabbt, barnvänligt",/seed-recipes/images/kycklingtacos.png,"chicken tacos with soft tortillas, lettuce, tomato salsa, cucumber, corn and sour cream, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
tacopaj-med-sallad,Tacopaj med sallad,Tacopaj med sallad är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,barnfavorit,"vardag, snabbt, barnvänligt",/seed-recipes/images/tacopaj-med-sallad.png,"Swedish taco pie with salad and sour cream, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
taconachos-med-kottfars,Taconachos med köttfärs,Taconachos med köttfärs är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,barnfavorit,"vardag, snabbt, barnvänligt",/seed-recipes/images/taconachos-med-kottfars.png,"loaded taco nachos with beef mince, cheese, salsa and sour cream, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
vegetariska-tacos-med-bonor,Vegetariska tacos med bönor,Vegetariska tacos med bönor är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,barnfavorit,"vardag, snabbt, barnvänligt",/seed-recipes/images/vegetariska-tacos-med-bonor.png,"vegetarian bean tacos with corn, salsa, avocado and sour cream, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
tacoquesadillas,Tacoquesadillas,Tacoquesadillas är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,barnfavorit,"vardag, snabbt, barnvänligt",/seed-recipes/images/tacoquesadillas.png,"taco quesadillas with cheese, beef mince and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
tacosallad-med-ris,Tacosallad med ris,Tacosallad med ris är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,barnfavorit,"vardag, snabbt, barnvänligt",/seed-recipes/images/tacosallad-med-ris.png,"taco salad bowl with rice, beef mince, vegetables and dressing, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
chili-con-carne-med-ris,Chili con carne med ris,Chili con carne med ris är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,budget,"vardag, snabbt, barnvänligt",/seed-recipes/images/chili-con-carne-med-ris.png,"chili con carne with rice, beans and sour cream, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kebabgryta-med-ris,Kebabgryta med ris,Kebabgryta med ris är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,budget,"vardag, snabbt, barnvänligt",/seed-recipes/images/kebabgryta-med-ris.png,"creamy kebab stew with rice, cucumber and tomato, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kottfarsgratang-med-potatis,Köttfärsgratäng med potatis,Köttfärsgratäng med potatis är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,budget,"vardag, snabbt, barnvänligt",/seed-recipes/images/kottfarsgratang-med-potatis.png,"minced beef and potato gratin with cheese, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
risotto-med-kyckling-och-artor,Risotto med kyckling och ärtor,Risotto med kyckling och ärtor är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,budget,"vardag, snabbt, barnvänligt",/seed-recipes/images/risotto-med-kyckling-och-artor.png,"simple chicken risotto with peas and parmesan, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
nudelwok-med-agg,Nudelwok med ägg,Nudelwok med ägg är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,budget,"vardag, snabbt, barnvänligt",/seed-recipes/images/nudelwok-med-agg.png,"egg noodle stir fry with vegetables, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
potatisbullar-med-bacon-och-lingon,Potatisbullar med bacon och lingon,Potatisbullar med bacon och lingon är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,budget,"vardag, snabbt, barnvänligt",/seed-recipes/images/potatisbullar-med-bacon-och-lingon.png,"potato cakes with bacon and lingonberries, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
bakad-potatis-med-skinkrora,Bakad potatis med skinkröra,Bakad potatis med skinkröra är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,budget,"vardag, snabbt, barnvänligt",/seed-recipes/images/bakad-potatis-med-skinkrora.png,"baked potato with creamy ham filling and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
grillkorv-med-potatismos,Grillkorv med potatismos,Grillkorv med potatismos är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,budget,"vardag, snabbt, barnvänligt",/seed-recipes/images/grillkorv-med-potatismos.png,"grilled sausage with mashed potatoes and cucumber, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
risgrynsgrot-med-smorgas,Risgrynsgröt med smörgås,Risgrynsgröt med smörgås är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,budget,"vardag, snabbt, barnvänligt",/seed-recipes/images/risgrynsgrot-med-smorgas.png,"rice porridge with cinnamon and sandwich, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
ugnspannkaka-med-apple,Ugnspannkaka med äpple,Ugnspannkaka med äpple är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,budget,"vardag, snabbt, barnvänligt",/seed-recipes/images/ugnspannkaka-med-apple.png,"oven pancake with apple slices and berries, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-ris-och-kall-ortsas,Kycklingbiffar med ris och kall örtsås,"En tydlig vardagstallrik med kycklingbiffar, ris och kall örtsås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-ris-och-kall-ortsas.png,"chicken patties with rice, cold herb sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-ris-och-vitlokssas,Kycklingbiffar med ris och vitlökssås,"En tydlig vardagstallrik med kycklingbiffar, ris och vitlökssås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-ris-och-vitlokssas.png,"chicken patties with rice, garlic sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-ris-och-tomatsalsa,Kycklingbiffar med ris och tomatsalsa,"En tydlig vardagstallrik med kycklingbiffar, ris och tomatsalsa.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-ris-och-tomatsalsa.png,"chicken patties with rice, tomato salsa, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-ris-och-graddsas,Kycklingbiffar med ris och gräddsås,"En tydlig vardagstallrik med kycklingbiffar, ris och gräddsås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-ris-och-graddsas.png,"chicken patties with rice, cream sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-ris-och-citronsas,Kycklingbiffar med ris och citronsås,"En tydlig vardagstallrik med kycklingbiffar, ris och citronsås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-ris-och-citronsas.png,"chicken patties with rice, lemon yogurt sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-potatis-och-kall-ortsas,Kycklingbiffar med potatis och kall örtsås,"En tydlig vardagstallrik med kycklingbiffar, potatis och kall örtsås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-potatis-och-kall-ortsas.png,"chicken patties with boiled potatoes, cold herb sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-potatis-och-vitlokssas,Kycklingbiffar med potatis och vitlökssås,"En tydlig vardagstallrik med kycklingbiffar, potatis och vitlökssås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-potatis-och-vitlokssas.png,"chicken patties with boiled potatoes, garlic sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-potatis-och-tomatsalsa,Kycklingbiffar med potatis och tomatsalsa,"En tydlig vardagstallrik med kycklingbiffar, potatis och tomatsalsa.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-potatis-och-tomatsalsa.png,"chicken patties with boiled potatoes, tomato salsa, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-potatis-och-graddsas,Kycklingbiffar med potatis och gräddsås,"En tydlig vardagstallrik med kycklingbiffar, potatis och gräddsås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-potatis-och-graddsas.png,"chicken patties with boiled potatoes, cream sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-potatis-och-citronsas,Kycklingbiffar med potatis och citronsås,"En tydlig vardagstallrik med kycklingbiffar, potatis och citronsås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-potatis-och-citronsas.png,"chicken patties with boiled potatoes, lemon yogurt sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-rostad-potatis-och-kall-ortsas,Kycklingbiffar med rostad potatis och kall örtsås,"En tydlig vardagstallrik med kycklingbiffar, rostad potatis och kall örtsås.",4,40,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-rostad-potatis-och-kall-ortsas.png,"chicken patties with roasted potatoes, cold herb sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-rostad-potatis-och-vitlokssas,Kycklingbiffar med rostad potatis och vitlökssås,"En tydlig vardagstallrik med kycklingbiffar, rostad potatis och vitlökssås.",4,40,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-rostad-potatis-och-vitlokssas.png,"chicken patties with roasted potatoes, garlic sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-rostad-potatis-och-tomatsalsa,Kycklingbiffar med rostad potatis och tomatsalsa,"En tydlig vardagstallrik med kycklingbiffar, rostad potatis och tomatsalsa.",4,40,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-rostad-potatis-och-tomatsalsa.png,"chicken patties with roasted potatoes, tomato salsa, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-rostad-potatis-och-graddsas,Kycklingbiffar med rostad potatis och gräddsås,"En tydlig vardagstallrik med kycklingbiffar, rostad potatis och gräddsås.",4,40,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-rostad-potatis-och-graddsas.png,"chicken patties with roasted potatoes, cream sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-rostad-potatis-och-citronsas,Kycklingbiffar med rostad potatis och citronsås,"En tydlig vardagstallrik med kycklingbiffar, rostad potatis och citronsås.",4,40,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-rostad-potatis-och-citronsas.png,"chicken patties with roasted potatoes, lemon yogurt sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-pasta-och-kall-ortsas,Kycklingbiffar med pasta och kall örtsås,"En tydlig vardagstallrik med kycklingbiffar, pasta och kall örtsås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-pasta-och-kall-ortsas.png,"chicken patties with pasta, cold herb sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-pasta-och-vitlokssas,Kycklingbiffar med pasta och vitlökssås,"En tydlig vardagstallrik med kycklingbiffar, pasta och vitlökssås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-pasta-och-vitlokssas.png,"chicken patties with pasta, garlic sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-pasta-och-tomatsalsa,Kycklingbiffar med pasta och tomatsalsa,"En tydlig vardagstallrik med kycklingbiffar, pasta och tomatsalsa.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-pasta-och-tomatsalsa.png,"chicken patties with pasta, tomato salsa, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-pasta-och-graddsas,Kycklingbiffar med pasta och gräddsås,"En tydlig vardagstallrik med kycklingbiffar, pasta och gräddsås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-pasta-och-graddsas.png,"chicken patties with pasta, cream sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-pasta-och-citronsas,Kycklingbiffar med pasta och citronsås,"En tydlig vardagstallrik med kycklingbiffar, pasta och citronsås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-pasta-och-citronsas.png,"chicken patties with pasta, lemon yogurt sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-bulgur-och-kall-ortsas,Kycklingbiffar med bulgur och kall örtsås,"En tydlig vardagstallrik med kycklingbiffar, bulgur och kall örtsås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-bulgur-och-kall-ortsas.png,"chicken patties with bulgur, cold herb sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
